,time_elapsed,rt,subject,concept_group,filename,evalAttrUncs,img_id
50,352231.0,4707.5,86hy2hs8zyv1gve,under tail color,118.House_Sparrow/House_Sparrow_0015_111085.jpg,"[{'label': 'Black', 'x': 0, 'y': 50}, {'label': 'Brown', 'x': 1, 'y': 50}, {'label': 'Buff', 'x': 2, 'y': 50}]",6884
52,356051.0,3816.199999988079,86hy2hs8zyv1gve,bill length,118.House_Sparrow/House_Sparrow_0015_111085.jpg,"[{'label': 'Shorter than head', 'x': 0, 'y': 50}]",6884
54,362101.0,6037.199999988079,86hy2hs8zyv1gve,throat color,118.House_Sparrow/House_Sparrow_0015_111085.jpg,"[{'label': 'Brown', 'x': 0, 'y': 50}, {'label': 'Buff', 'x': 1, 'y': 50}]",6884
56,364556.0,2445.4000000059605,86hy2hs8zyv1gve,wing shape,118.House_Sparrow/House_Sparrow_0015_111085.jpg,"[{'label': 'Pointed-wings', 'x': 0, 'y': 50}]",6884
58,368266.0,3705.699999988079,86hy2hs8zyv1gve,breast color,118.House_Sparrow/House_Sparrow_0015_111085.jpg,"[{'label': 'Brown', 'x': 0, 'y': 50}, {'label': 'Buff', 'x': 1, 'y': 50}]",6884
60,370675.0,2404.2000000178814,86hy2hs8zyv1gve,tail pattern,118.House_Sparrow/House_Sparrow_0015_111085.jpg,"[{'label': 'Solid', 'x': 0, 'y': 50}]",6884
62,379081.0,8402.40000000596,86hy2hs8zyv1gve,wing shape,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Pointed-wings', 'x': 0, 'y': 50}, {'label': 'Rounded-wings', 'x': 1, 'y': 50}]",8981
64,383876.0,4789.0,86hy2hs8zyv1gve,shape,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Swallow-like', 'x': 0, 'y': 50}]",8981
66,387439.0,3559.7000000178814,86hy2hs8zyv1gve,bill length,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Shorter than head', 'x': 0, 'y': 50}]",8981
68,393873.0,6428.59999999404,86hy2hs8zyv1gve,underparts color,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Buff', 'x': 0, 'y': 50}, {'label': 'White', 'x': 1, 'y': 50}, {'label': 'Yellow', 'x': 2, 'y': 50}]",8981
70,399263.0,5385.59999999404,86hy2hs8zyv1gve,upper tail color,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Brown', 'x': 0, 'y': 50}, {'label': 'Buff', 'x': 1, 'y': 50}, {'label': 'White', 'x': 2, 'y': 50}]",8981
72,404484.0,5214.800000011921,86hy2hs8zyv1gve,upperparts color,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Brown', 'x': 0, 'y': 50}, {'label': 'Buff', 'x': 1, 'y': 50}, {'label': 'Yellow', 'x': 2, 'y': 50}]",8981
74,407882.0,3393.399999976158,86hy2hs8zyv1gve,breast color,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'White', 'x': 0, 'y': 50}, {'label': 'Yellow', 'x': 1, 'y': 50}]",8981
76,411360.0,3470.800000011921,86hy2hs8zyv1gve,eye color,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Black', 'x': 0, 'y': 50}, {'label': 'Brown', 'x': 1, 'y': 50}]",8981
78,420805.0,9440.59999999404,86hy2hs8zyv1gve,wing pattern,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 50}, {'label': 'Solid', 'x': 1, 'y': 50}, {'label': 'Striped', 'x': 2, 'y': 50}]",8981
80,427997.0,7184.4000000059605,86hy2hs8zyv1gve,nape color,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Buff', 'x': 0, 'y': 50}, {'label': 'Grey', 'x': 1, 'y': 50}, {'label': 'White', 'x': 2, 'y': 50}, {'label': 'Yellow', 'x': 3, 'y': 50}]",8981
82,432359.0,4356.09999999404,86hy2hs8zyv1gve,primary color,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Brown', 'x': 0, 'y': 50}, {'label': 'Buff', 'x': 1, 'y': 50}, {'label': 'Yellow', 'x': 2, 'y': 50}]",8981
84,437263.0,4897.0,86hy2hs8zyv1gve,leg color,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Grey', 'x': 0, 'y': 50}]",8981
86,442961.0,5692.4000000059605,86hy2hs8zyv1gve,under tail color,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Grey', 'x': 0, 'y': 50}, {'label': 'Yellow', 'x': 1, 'y': 50}]",8981
88,447645.0,4680.300000011921,86hy2hs8zyv1gve,tail pattern,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Solid', 'x': 0, 'y': 50}]",8981
90,453201.0,5551.0,86hy2hs8zyv1gve,head pattern,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Eyeline', 'x': 0, 'y': 50}, {'label': 'Eyering', 'x': 1, 'y': 50}]",8981
92,459765.0,6557.59999999404,86hy2hs8zyv1gve,back color,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Brown', 'x': 0, 'y': 50}, {'label': 'Buff', 'x': 1, 'y': 50}, {'label': 'Yellow', 'x': 2, 'y': 50}]",8981
94,465133.0,5359.59999999404,86hy2hs8zyv1gve,bill shape,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Needle', 'x': 0, 'y': 50}, {'label': 'Specialized', 'x': 1, 'y': 50}]",8981
96,469061.0,3921.59999999404,86hy2hs8zyv1gve,belly color,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'White', 'x': 0, 'y': 50}, {'label': 'Yellow', 'x': 1, 'y': 50}]",8981
98,473957.0,4890.0,86hy2hs8zyv1gve,tail shape,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Pointed tail', 'x': 0, 'y': 50}]",8981
100,477135.0,3173.800000011921,86hy2hs8zyv1gve,belly pattern,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Solid', 'x': 0, 'y': 50}]",8981
102,485783.0,8642.0,86hy2hs8zyv1gve,throat color,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Brown', 'x': 0, 'y': 50}, {'label': 'Buff', 'x': 1, 'y': 50}, {'label': 'Yellow', 'x': 2, 'y': 50}]",8981
104,491887.0,6094.9000000059605,86hy2hs8zyv1gve,bill color,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Brown', 'x': 0, 'y': 50}, {'label': 'Buff', 'x': 1, 'y': 50}, {'label': 'Yellow', 'x': 2, 'y': 50}]",8981
106,496569.0,4677.4000000059605,86hy2hs8zyv1gve,back pattern,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Solid', 'x': 0, 'y': 50}]",8981
108,502519.0,5938.700000017881,86hy2hs8zyv1gve,wing color,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Brown', 'x': 0, 'y': 50}, {'label': 'Buff', 'x': 1, 'y': 50}, {'label': 'Yellow', 'x': 2, 'y': 50}]",8981
110,506244.0,3717.0,86hy2hs8zyv1gve,forehead color,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Brown', 'x': 0, 'y': 50}, {'label': 'Buff', 'x': 1, 'y': 50}]",8981
112,510329.0,4079.899999976158,86hy2hs8zyv1gve,breast pattern,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Solid', 'x': 0, 'y': 50}]",8981
114,534481.0,24148.09999999404,86hy2hs8zyv1gve,size,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Small (5 - 9 in)', 'x': 0, 'y': 50}]",8981
116,537290.0,2803.5,86hy2hs8zyv1gve,crown color,153.Philadelphia_Vireo/Philadelphia_Vireo_0005_156599.jpg,"[{'label': 'Yellow', 'x': 0, 'y': 50}]",8981
6,439725.0,70754.59999999776,vmu2oedwhuj8ty5,tail pattern,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 50}]",1255
8,474291.0,34550.800000000745,vmu2oedwhuj8ty5,back color,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Black', 'x': 0, 'y': 80}, {'label': 'White', 'x': 1, 'y': 19}]",1255
10,536214.0,61912.800000000745,vmu2oedwhuj8ty5,tail shape,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Fan-shaped tail', 'x': 0, 'y': 100}]",1255
12,660623.0,124392.0,vmu2oedwhuj8ty5,wing shape,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Broad-wings', 'x': 0, 'y': 99}]",1255
14,727796.0,67154.69999999925,vmu2oedwhuj8ty5,crown color,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Black', 'x': 0, 'y': 95}]",1255
16,799330.0,71522.10000000149,vmu2oedwhuj8ty5,upper tail color,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Black', 'x': 0, 'y': 71}]",1255
18,808278.0,8934.199999999255,vmu2oedwhuj8ty5,belly color,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Black', 'x': 0, 'y': 99}]",1255
20,825247.0,16960.60000000149,vmu2oedwhuj8ty5,back pattern,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Solid', 'x': 0, 'y': 100}]",1255
22,831719.0,6463.0,vmu2oedwhuj8ty5,underparts color,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}]",1255
24,903914.0,72175.79999999702,vmu2oedwhuj8ty5,shape,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Duck-like', 'x': 0, 'y': 80}]",1255
26,947755.0,43821.599999997765,vmu2oedwhuj8ty5,under tail color,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Black', 'x': 0, 'y': 61}, {'label': 'Brown', 'x': 1, 'y': 40}]",1255
28,963398.0,15633.199999999257,vmu2oedwhuj8ty5,throat color,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}]",1255
30,1091955.0,128542.69999999924,vmu2oedwhuj8ty5,bill shape,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Dagger', 'x': 0, 'y': 100}]",1255
32,1128330.0,36363.60000000149,vmu2oedwhuj8ty5,nape color,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Black', 'x': 0, 'y': 90}, {'label': 'Grey', 'x': 1, 'y': 59}]",1255
34,1149289.0,20948.099999997765,vmu2oedwhuj8ty5,breast pattern,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Solid', 'x': 0, 'y': 100}]",1255
36,1170233.0,20935.0,vmu2oedwhuj8ty5,wing color,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Black', 'x': 0, 'y': 80}, {'label': 'White', 'x': 1, 'y': 19}]",1255
38,1186541.0,16296.199999999257,vmu2oedwhuj8ty5,bill color,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}]",1255
40,1225132.0,38581.60000000149,vmu2oedwhuj8ty5,forehead color,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Black', 'x': 0, 'y': 90}, {'label': 'Brown', 'x': 1, 'y': 51}]",1255
42,1306520.0,81376.69999999925,vmu2oedwhuj8ty5,leg color,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Orange', 'x': 0, 'y': 100}]",1255
44,1330127.0,23593.900000002235,vmu2oedwhuj8ty5,wing pattern,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 100}]",1255
46,1401197.0,71057.69999999925,vmu2oedwhuj8ty5,size,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Medium (9 - 16 in)', 'x': 0, 'y': 80}]",1255
48,1443490.0,42277.5,vmu2oedwhuj8ty5,belly pattern,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Solid', 'x': 0, 'y': 100}]",1255
50,1490644.0,47143.199999999255,vmu2oedwhuj8ty5,bill length,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'About the same as head', 'x': 0, 'y': 70}]",1255
52,1535231.0,44574.800000000745,vmu2oedwhuj8ty5,upperparts color,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Black', 'x': 0, 'y': 70}, {'label': 'Brown', 'x': 1, 'y': 30}]",1255
54,1570671.0,35425.699999999255,vmu2oedwhuj8ty5,eye color,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}]",1255
56,1615449.0,44769.800000000745,vmu2oedwhuj8ty5,head pattern,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Plain', 'x': 0, 'y': 100}]",1255
58,1676980.0,61517.199999999255,vmu2oedwhuj8ty5,breast color,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}]",1255
60,1748742.0,71746.39999999851,vmu2oedwhuj8ty5,primary color,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144.jpg,"[{'label': 'Black', 'x': 0, 'y': 80}, {'label': 'White', 'x': 1, 'y': 20}]",1255
62,1940652.0,191897.69999999923,vmu2oedwhuj8ty5,belly color,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Brown', 'x': 0, 'y': 40}, {'label': 'Grey', 'x': 1, 'y': 60}]",5191
64,1987911.0,47244.79999999702,vmu2oedwhuj8ty5,back color,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Black', 'x': 0, 'y': 60}, {'label': 'Brown', 'x': 1, 'y': 10}, {'label': 'Grey', 'x': 2, 'y': 30}]",5191
66,2057186.0,69262.90000000224,vmu2oedwhuj8ty5,size,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Large (16 - 32 in)', 'x': 0, 'y': 80}]",5191
68,2145732.0,88532.80000000075,vmu2oedwhuj8ty5,primary color,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Black', 'x': 0, 'y': 50}, {'label': 'Brown', 'x': 1, 'y': 15}, {'label': 'Grey', 'x': 2, 'y': 4}, {'label': 'Orange', 'x': 3, 'y': 30}]",5191
70,2182482.0,36743.300000000745,vmu2oedwhuj8ty5,eye color,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Black', 'x': 0, 'y': 10}, {'label': 'Orange', 'x': 1, 'y': 90}]",5191
72,2245518.0,63013.90000000224,vmu2oedwhuj8ty5,crown color,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Black', 'x': 0, 'y': 19}, {'label': 'Brown', 'x': 1, 'y': 10}, {'label': 'Orange', 'x': 2, 'y': 70}]",5191
74,2347900.0,102368.5,vmu2oedwhuj8ty5,underparts color,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Black', 'x': 0, 'y': 10}, {'label': 'Brown', 'x': 1, 'y': 30}, {'label': 'White', 'x': 2, 'y': 60}]",5191
76,2402002.0,54082.199999999255,vmu2oedwhuj8ty5,breast color,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Brown', 'x': 0, 'y': 30}, {'label': 'Grey', 'x': 1, 'y': 69}]",5191
78,2558237.0,156220.69999999923,vmu2oedwhuj8ty5,shape,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Chicken-like-marsh', 'x': 0, 'y': 70}, {'label': 'Sandpiper-like', 'x': 1, 'y': 30}]",5191
80,2682835.0,124584.5,vmu2oedwhuj8ty5,head pattern,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Crested', 'x': 0, 'y': 90}]",5191
82,2765869.0,83020.90000000224,vmu2oedwhuj8ty5,wing pattern,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 99}]",5191
84,2796867.0,30982.70000000298,vmu2oedwhuj8ty5,upper tail color,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Brown', 'x': 0, 'y': 91}, {'label': 'Grey', 'x': 1, 'y': 10}]",5191
86,2840936.0,44053.0,vmu2oedwhuj8ty5,nape color,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Black', 'x': 0, 'y': 70}, {'label': 'Brown', 'x': 1, 'y': 30}]",5191
88,2867783.0,26836.69999999925,vmu2oedwhuj8ty5,tail pattern,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 30}, {'label': 'Spotted', 'x': 1, 'y': 70}]",5191
90,2899305.0,31510.39999999851,vmu2oedwhuj8ty5,throat color,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Brown', 'x': 0, 'y': 30}, {'label': 'Grey', 'x': 1, 'y': 70}]",5191
92,2907611.0,8294.10000000149,vmu2oedwhuj8ty5,breast pattern,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Spotted', 'x': 0, 'y': 100}]",5191
94,2918004.0,10383.39999999851,vmu2oedwhuj8ty5,under tail color,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'White', 'x': 0, 'y': 91}]",5191
96,2937389.0,19370.300000000745,vmu2oedwhuj8ty5,forehead color,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Black', 'x': 0, 'y': 80}, {'label': 'Brown', 'x': 1, 'y': 19}]",5191
98,2974540.0,37139.89999999851,vmu2oedwhuj8ty5,wing color,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Black', 'x': 0, 'y': 60}, {'label': 'Brown', 'x': 1, 'y': 30}, {'label': 'Grey', 'x': 2, 'y': 10}]",5191
100,3016712.0,42157.60000000149,vmu2oedwhuj8ty5,upperparts color,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Black', 'x': 0, 'y': 30}, {'label': 'Brown', 'x': 1, 'y': 19}, {'label': 'Grey', 'x': 2, 'y': 9}, {'label': 'Orange', 'x': 3, 'y': 40}]",5191
102,3086392.0,69670.5,vmu2oedwhuj8ty5,tail shape,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Fan-shaped tail', 'x': 0, 'y': 81}]",5191
104,3105199.0,18787.70000000298,vmu2oedwhuj8ty5,belly pattern,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Solid', 'x': 0, 'y': 100}]",5191
106,3149379.0,44167.70000000298,vmu2oedwhuj8ty5,wing shape,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Pointed-wings', 'x': 0, 'y': 100}]",5191
108,3177643.0,28242.39999999851,vmu2oedwhuj8ty5,bill length,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Shorter than head', 'x': 0, 'y': 70}]",5191
110,3201924.0,24272.900000002235,vmu2oedwhuj8ty5,back pattern,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 90}]",5191
112,3243628.0,41695.10000000149,vmu2oedwhuj8ty5,leg color,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Orange', 'x': 0, 'y': 40}, {'label': 'Yellow', 'x': 1, 'y': 69}]",5191
114,3266133.0,22486.10000000149,vmu2oedwhuj8ty5,bill color,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Brown', 'x': 0, 'y': 90}]",5191
116,3275333.0,9188.599999997765,vmu2oedwhuj8ty5,bill shape,089.Hooded_Merganser/Hooded_Merganser_0043_796783.jpg,"[{'label': 'Dagger', 'x': 0, 'y': 100}]",5191
6,192689.0,17361.399999999907,t44xxbgc8x38eu3,bill length,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Shorter than head', 'x': 0, 'y': 90}]",1247
8,229633.0,36936.60000000009,t44xxbgc8x38eu3,upper tail color,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Black', 'x': 0, 'y': 61}, {'label': 'Grey', 'x': 1, 'y': 75}, {'label': 'Iridescent', 'x': 2, 'y': 20}]",1247
10,256430.0,26789.5,t44xxbgc8x38eu3,eye color,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Black', 'x': 0, 'y': 90}, {'label': 'Brown', 'x': 1, 'y': 60}]",1247
12,284063.0,27625.30000000028,t44xxbgc8x38eu3,throat color,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Black', 'x': 0, 'y': 65}, {'label': 'Brown', 'x': 1, 'y': 82}, {'label': 'Grey', 'x': 2, 'y': 55}]",1247
14,302245.0,18175.100000000093,t44xxbgc8x38eu3,under tail color,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Black', 'x': 0, 'y': 90}, {'label': 'Grey', 'x': 1, 'y': 67}]",1247
16,320529.0,18277.80000000028,t44xxbgc8x38eu3,back color,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Black', 'x': 0, 'y': 35}, {'label': 'Grey', 'x': 1, 'y': 85}]",1247
18,339780.0,19244.0,t44xxbgc8x38eu3,upperparts color,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Black', 'x': 0, 'y': 78}, {'label': 'Brown', 'x': 1, 'y': 15}, {'label': 'Grey', 'x': 2, 'y': 87}]",1247
20,355951.0,16165.69999999972,t44xxbgc8x38eu3,breast color,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Black', 'x': 0, 'y': 75}, {'label': 'Grey', 'x': 1, 'y': 85}]",1247
22,378246.0,22290.400000000373,t44xxbgc8x38eu3,size,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Small (5 - 9 in)', 'x': 0, 'y': 59}, {'label': 'Medium (9 - 16 in)', 'x': 1, 'y': 87}]",1247
24,398458.0,20208.10000000056,t44xxbgc8x38eu3,breast pattern,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Solid', 'x': 0, 'y': 80}, {'label': 'Spotted', 'x': 1, 'y': 42}]",1247
26,416801.0,18337.299999999814,t44xxbgc8x38eu3,forehead color,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Black', 'x': 0, 'y': 36}, {'label': 'Grey', 'x': 1, 'y': 86}]",1247
28,439511.0,22706.0,t44xxbgc8x38eu3,nape color,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Black', 'x': 0, 'y': 64}, {'label': 'Brown', 'x': 1, 'y': 21}, {'label': 'Grey', 'x': 2, 'y': 83}]",1247
30,468612.0,29096.5,t44xxbgc8x38eu3,tail shape,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Fan-shaped tail', 'x': 0, 'y': 94}, {'label': 'Notched tail', 'x': 1, 'y': 34}, {'label': 'Pointed tail', 'x': 2, 'y': 41}]",1247
32,499646.0,31027.799999999814,t44xxbgc8x38eu3,bill shape,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'All-purpose', 'x': 0, 'y': 15}, {'label': 'Hooked seabird', 'x': 1, 'y': 66}, {'label': 'Spatulate', 'x': 2, 'y': 82}]",1247
34,565212.0,65561.09999999963,t44xxbgc8x38eu3,belly color,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Black', 'x': 0, 'y': 79}, {'label': 'Brown', 'x': 1, 'y': 17}, {'label': 'Grey', 'x': 2, 'y': 87}]",1247
36,585260.0,20043.099999999627,t44xxbgc8x38eu3,belly pattern,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Solid', 'x': 0, 'y': 89}, {'label': 'Spotted', 'x': 1, 'y': 26}]",1247
38,602741.0,17475.299999999814,t44xxbgc8x38eu3,primary color,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Black', 'x': 0, 'y': 20}, {'label': 'Grey', 'x': 1, 'y': 94}]",1247
40,629837.0,27089.0,t44xxbgc8x38eu3,underparts color,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Black', 'x': 0, 'y': 25}, {'label': 'Brown', 'x': 1, 'y': 7}, {'label': 'Grey', 'x': 2, 'y': 84}]",1247
42,650264.0,20421.299999999814,t44xxbgc8x38eu3,wing color,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Black', 'x': 0, 'y': 11}, {'label': 'Grey', 'x': 1, 'y': 94}]",1247
44,675047.0,24777.89999999944,t44xxbgc8x38eu3,wing shape,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Broad-wings', 'x': 0, 'y': 55}, {'label': 'Long-wings', 'x': 1, 'y': 65}, {'label': 'Tapered-wings', 'x': 2, 'y': 20}]",1247
46,696607.0,21554.900000000373,t44xxbgc8x38eu3,crown color,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Grey', 'x': 0, 'y': 100}]",1247
48,729855.0,33242.60000000056,t44xxbgc8x38eu3,leg color,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Brown', 'x': 0, 'y': 53}, {'label': 'Grey', 'x': 1, 'y': 57}, {'label': 'Olive', 'x': 2, 'y': 12}, {'label': 'White', 'x': 3, 'y': 5}]",1247
50,743571.0,13710.299999999814,t44xxbgc8x38eu3,bill color,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Black', 'x': 0, 'y': 93}, {'label': 'Grey', 'x': 1, 'y': 21}]",1247
52,758906.0,15330.0,t44xxbgc8x38eu3,tail pattern,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 9}, {'label': 'Solid', 'x': 1, 'y': 91}]",1247
54,792917.0,34006.40000000037,t44xxbgc8x38eu3,head pattern,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,"[{'label': 'Capped', 'x': 0, 'y': 67}, {'label': 'Eyeline', 'x': 1, 'y': 42}, {'label': 'Plain', 'x': 2, 'y': 53}]",1247
